"Default Recently Viewed Products count","Đếm các sản phẩm xem mặc định gần đây"
"Default Recently Viewed Products Count","@FIXME: Mặc định Xem gần đây Sản phẩm Đếm"
Description,"@FIXME: miêu tả"
Detail,"Chi tiết"
Discounts,"Giảm giá"
Downloads,"Tải về"
Email,"@FIXME: email"
"Empty Rows","@FIXME: Hàng trống"
Excel,"@FIXME: Excel"
"Excel XML","@FIXME: Excel XML"
Filter,"@FIXME: Lọc"
"First Name",Tên
From,"@FIXME: từ"
Guest,Khách
Hits,"@FIXME: hits"
ID,"@FIXME: ID"
"Index model name must be defined","@FIXME: Tên mô hình chỉ số phải được xác định"
"Invalid date specified.","@FIXME: Ngày không hợp lệ theo quy định."
"Invalid date specified","Ngày cung cấp không đúng"
Invoiced,"Đã lập hóa đơn"
"IP Address","@FIXME: Địa chỉ IP"
"Items in Cart","Sản phẩm trong giỏ hàng"
"Items Ordered","Sản phẩm mua"
"Last Name",Họ
"Last Review","Nhận xét gần đây"
Link,"@FIXME: liên kết"
"List of Products Recently Compared and Removed from the Compare List by Visitor","@FIXME: Danh sách Sản phẩm mới So và Loại bỏ khỏi Danh sách so sánh của khách"
"List of Products Recently Viewed by Visitor","@FIXME: Danh sách các sản phẩm gần đây nhất của khách"
"Low Stock","@FIXME: Cổ thấp"
"Low stock","Ít hàng"
"Match Period To","@FIXME: Thời gian trận đấu Để"
Month,Tháng
"Most viewed","Xem nhiều nhất"
"Most Viewed","Xem nhiều nhất"
Name,Tên
"New Accounts","Tài khoản mới"
No,"@FIXME: không"
"Number Added","Số đã nhập"
"Number Fulfilled","Điền đầy đủ số"
"Number Of Historical Uses","Số sử dụng trước đây"
"Number of items bought from a wishlist: %s","Số sản phẩm mua từ mục mong muốn: %s"
"Number of Items","Số sản phẩm"
"Number of Ivoiced Orders","Số đơn hàng lên hóa đơn"
"Number of New Accounts","Số tài khoản mới"
"Number of Orders","Số lượng các đơn đặt hàng"
"Number of Products to display","@FIXME: Số lượng của sản phẩm để hiển thị"
"Number of Refunded Orders","Số đơn hàng đã hoàn trả lại tiền"
"Number of Reviews","Số nhận xét"
"Number Of Reviews","Số nhận xét"
"Number of Times Deleted","@FIXME: Số lần bị xóa"
"Number of times deleted","Số lần xóa"
"Number of times wishlists have been shared (emailed): %s","Số lần mục mong muốn được chia sẻ(emailed): %s"
"Number of Total Tags","@FIXME: Số Tổng số khóa"
"Number of Total tags","Tống số Tags"
"Number of Unique Tags","Tống số Tags duy nhất"
"Number Of Uses","Số sử dụng"
"Number of Views","Số lần xem"
"Number of wishlist conversions: %s","Số sản phẩm mong muốn được quy đổi: %s"
"Number of wishlist referrals: %s","Số sản phảm mong muốn được chuyển: %s"
"Number of wishlists: %s","Số mục mong muốn: %s"
"Number Purchased","Số mua"
"Number Viewed","Số xem"
"Offline Refunded","Hoàn trả tiền không trực tuyến"
"Online Refunded","Hoàn trả tiền trực tuyến"
Orders,"Đơn hàng"
"Order Status","@FIXME: Tình trạng tự"
"Order Taxes Report Grouped by Tax Rate","@FIXME: Thuế để Báo cáo được nhóm theo Thuế suất"
"Out of stock","Hết hàng"
Period,"@FIXME: thời gian"
"Poducts Report","Thông báo sản phẩm"
Popularity,"Mật độ"
"Popular Tags","Tags phổ biến"
Price,Giá
"Product Name","Tên sản phẩm"
"Product Reviews","Nhận xét sản phẩm"
"Products in carts","Sản phẩm trong giỏ hàng"
"Product SKU","@FIXME: sản phẩm SKU"
"Product Sku","Sku Sản phẩm"
"Products Ordered","@FIXME: sản phẩm thứ tự"
"Products Report","Thông báo sản phẩm"
"Products Reviews","Nhận xét sản phẩm"
Products,"Sản phẩm"
"Products Sold","@FIXME: sản phẩm bán"
"Products Tags","Tags sản phẩm"
"Product Tags","Tags Sản phẩm"
Purchases,Mua
"Quantity of Items","Số sản phẩm"
"Quantity Ordered","Số lượng đã đặt"
Rate,"Đánh giá"
"Recently Compared","@FIXME: Gần đây So"
"Recently Compared Products","Sản phẩm so sánh gần đây"
"Recently Viewed/Compared Products","Sản phẩn xem/so sánh gần gây"
"Recently Viewed","@FIXME: xem gần đây"
"Recently Viewed Products","Sản phẩm xem gần đây"
"Refresh Lifetime Statistics","@FIXME: Làm mới Lifetime Thống kê"
"Refresh Statistics","@FIXME: Refresh Thống kê"
"Refresh Statistics for the Last Day","@FIXME: Refresh Thống kê cho ngày cuối"
Refunded,"Hoàn trả tiền"
Refunds,"@FIXME: Hoàn lại tiền"
Report,"@FIXME: báo cáo"
Reports,"Báo cáo"
Results,"Kết quả"
Revenue,"Thu nhập"
Review,"Nhận xét"
"Reviews for %s","Nhận xét cho %s"
Reviews,"Nhận xét"
Sales,"Bán hàng"
"Sales Report","Báo cáo bán hàng"
"Search Query","@FIXME: Tìm kiếm"
"Search Terms","Tìm sản phẩm"
"Select day of the month.","@FIXME: Chọn ngày trong tháng."
Shipping,"Chuyển hàng"
"Shopping Cart","Giỏ mua hàng"
"Shopping Cart Price Rule","@FIXME: Giỏ hàng Giá Rule"
"Show Actual Values","@FIXME: Hiện giá trị thực tế"
"Show for Current","Hiển thị hiện hành"
"Show Report","@FIXME: Show Report"
Specified,"@FIXME: xác định"
Statistics,"@FIXME: Thống kê"
"Stock Qty","Số lượng trong kho"
"Submitted In","Gửi vào"
"Submitted On","Gửi trên"
Subtotal,"Tổng tiền hàng"
"Tag Detail","Chi tiết Tag"
Tag,"@FIXME: Tag"
"Tag Name","Tên Tag"
"Tag ""%s"" details","Tag ""%s"" chi tiết"
"Tags submited by %s","Tags gửi bởi %s"
"Tags Submitted by %s","@FIXME: Thẻ Đăng bởi % s"
"Tags submitted to %s","Tags gửi tới %s"
"Tag Use","@FIXME: Tag Sử dụng"
"Tag use","Tag dùng"
"Tax Amount","Lượng thuế"
Tax,Thuế
Title,"Tiêu đề"
To,"@FIXME: đến"
"Total Invoiced Captured","Tổng số lập hóa đơn lập nhận được"
"Total Invoiced not Captured","@FIXME: Tổng số Hoá đơn không bắt"
"Total invoiced not captured","Tổng số hóa đơn lập chưa nhận được"
"Total invoiced","Tống số hóa đơn lập"
"Total Invoiced","Tổng số lập hóa đơn"
"Total Invoiced vs. Paid Report","@FIXME: Tổng số hoá đơn so với Paid Báo cáo"
"Total Ordered Report","@FIXME: Tổng số Báo cáo thứ tự"
"Total Refunded","@FIXME: tổng Hoàn"
"Total Refunded Report","@FIXME: Tổng số Báo cáo Hoàn"
"Total refunded","Tổng số hoàn trả tiền"
"Total Shipped Report","@FIXME: Báo cáo tổng Shipped"
"Total Shipping","@FIXME: tổng Vận Chuyển"
"Total shipping","Tổng số chuyển hàng"
"Total Tags","@FIXME: tổng số khóa"
"Total tags","Tổng số Tags"
Total,"Tổng số"
undefined,"@FIXME: không xác định"
"Updated at","Cập nhật tại"
"Updated At","@FIXME: cập nhật Tại"
"Viewed Products Grid Template","@FIXME: Xem Sản phẩm Lưới Template"
"Viewed Products List Template","@FIXME: Xem Template Danh sách sản phẩm"
"Visible In","Hiển thị trong"
"Wishlist Report","Báo cáo mục mong muốn"
Wishlists,"Mục mong muốn"
"Wishlist vs. Regular Order","Mục mong muốn với đơn hàng thông thường"
Year,Năm
"Year-To-Date Starts","@FIXME: Year- To- Date Bắt đầu"
Yes,"@FIXME: vâng"
"Your Recently Compared","Bạn so sánh gần đây"
"Your Recently Viewed","Bạn xem gần đây"
