"Custom Design From","@FIXME: Thiết kế tùy chỉnh Từ"
"Custom Design To","@FIXME: Tuỳ chỉnh thiết kế để"
"Custom Design","Tùy biến giao diện"
"Customer Tax Class Information","Tùy biến thông tin lớp thuế"
"Custom Layout","@FIXME: Giao diện tùy chỉnh"
"Custom Layout Update XML","@FIXME: Giao diện tùy chỉnh Cập nhật XML"
"Custom Theme From","Tùy biến theme từ"
"Custom Theme To","Tùy biến theme đến"
"Custom Theme","Tùy biến theme"
"Date Created","Ngày Tạo"
"Delete Block","Xóa khối"
"Delete File","@FIXME: xóa tập tin"
"Delete Folder","@FIXME: xóa thư mục"
"Delete Page","Xóa trang"
Description,"Mô tả"
Design,"Thiết kế"
"Disabled by Default","@FIXME: Bị vô hiệu hóa theo Mặc định"
"Disabled Completely","@FIXME: vô hiệu hóa hoàn toàn"
Disabled,Tắt
"Edit Block '%s'","Sửa Block '%s'"
"Edit Block","Sửa Block"
"Edit Page '%s'","Sửa Trang '%s'"
"Edit Page","Sửa Trang"
"(eg: domain.com/identifier)","(ví dụ: domain.com/identifier)"
Enabled,Bật
"Enabled by Default","@FIXME: Kích hoạt mặc định"
"Enable WYSIWYG Editor","@FIXME: Kích hoạt tính năng WYSIWYG Editor"
"Expand All","@FIXME: Mở rộng tất cả"
"General Information","Thông Tin Chung"
"Go to Home Page","Về Trang Chủ"
Home,"Trang chủ"
Identifier,"Định danh"
"If empty, the Page Title will be used","@FIXME: Nếu trống, Page Title sẽ được sử dụng"
"Images (%s)","Ảnh (%s)"
"Insert File","Chèn tệp tin"
"Invalid folder name. Please, use alphanumeric characters, underscores and dashes.","@FIXME: Tên thư mục không hợp lệ.  Xin vui lòng sử dụng ký tự chữ số, dấu gạch dưới và dấu gạch ngang."
Keywords,"Từ Khóa"
"Last Modified","Sửa Lần Cuối"
Layout,"Giao diện"
"Layout Update XML","Sửa XML Giao diện"
"Link to a CMS Page","Liên kết đến một trang CMS"
"Manage Pages","Quản lý trang"
"Media Gallery","@FIXME: Thư viện truyền thông"
"Media Storage","@FIXME: phương tiện truyền thông lưu trữ"
"Meta Data","Dữ liệu Meta"
"Meta Description","Mô tả thẻ Meta"
"Meta Keywords","Từ khóa Meta"
"New Block","Tạo Khối Mới"
"New Folder Name:","Tên Thư mục mới:"
"New Page","Trang mới"
"No files found","@FIXME: Không có tập tin được tìm thấy"
"Page Identifier cannot consist only of numbers.","Identifier trang không thể chỉ gồm số."
"Page Identifier for specified store already exist.","Identifier của trang cho store đã tồn tại."
"Page Information","Thông Tin Về Trang"
"Page Layout","@FIXME: page Layout"
Pages,"Trang"
"Page Status","Trạng thái trang"
"Page Title","Tiêu đề trang"
"Page was successfully deleted","Trang đã được xóa thành công"
"Page was successfully saved","Trang đã được lưu"
"Poll Manager","Quản lý bình chọn (poll)"
"Product Tax Class Information","Thông tin lớp thuế sản phẩm"
px.,"@FIXME: px."
"Redirect to CMS-page if Cookies are Disabled","@FIXME: Chuyển tới CMS -page nếu Cookies là những người khuyết tật"
"Relative to Website Base URL","@FIXME: Liên quan đến trang web cơ sở URL"
"Save Block","Lưu khối"
"Save Page","Lưu trang"
"Save Process","@FIXME: Lưu Process"
"SEF URL Identifier","@FIXME: SEF URL nhận dạng"
"Select Block...","@FIXME: Chọn Block..."
"Select Page...","@FIXME: Chọn trang..."
"Show Breadcrumbs for CMS Pages","@FIXME: Hiển thị Breadcrumbs cho các trang CMS"
"Show breadcrumbs for CMS pages","Hiển thị breadcrumbs cho trang tin (CMS)"
"Show Notice if JavaScript is Disabled","@FIXME: Hiện Thông báo nếu JavaScript là người khuyết tật"
"Static Blocks","Khối tĩnh"
"Storage Root","@FIXME: lưu trữ gốc"
"Such a block identifier in selected store already exist.","Một identifier khối trong những lựa chọn đã tồn tại."
Template,"@FIXME: template"
"The block has been deleted.","@FIXME: Các khối đã bị xóa."
"The block has been saved.","@FIXME: Các khối đã được lưu."
"The directory %s is not writable by server.","@FIXME: Các thư mục % s không cho phép ghi bởi máy chủ."
"The page has been deleted.","@FIXME: Các trang web đã bị xóa."
"The page has been saved.","@FIXME: Các trang web đã được lưu."
"The page URL key cannot consist only of numbers.","@FIXME: Chìa khóa URL trang không thể chỉ bao gồm các con số."
"The page URL key contains capital letters or disallowed symbols.","@FIXME: Chìa khóa URL của trang có chứa chữ in hoa hoặc biểu tượng không được phép."
"The page you are trying to save no longer exists","Trang bạn đang lưu không còn tồn tại"
"The static block content cannot contain  directive with its self.","@FIXME: Nội dung khối tĩnh không thể chứa chỉ thị với tự của nó."
"This block no longer exists.","@FIXME: Khối này không còn tồn tại."
"This block no longer exists","Khối này không còn tồn tại"
"This page no longer exists.","@FIXME: Trang này không còn tồn tại."
"This page no longer exists","Trang này không còn tồn tại"
Title,"Tiêu đề"
"Unable to find a block to delete.","@FIXME: Không thể tìm thấy một khối để xóa."
"Unable to find a block to delete","Không tìm thấy block để xóa"
"Unable to find a page to delete.","@FIXME: Không thể tìm thấy một trang để xóa."
"Unable to find a page to delete","Không tìm thấy trang để xóa"
"URL Key","@FIXME: URL chính"
"WYSIWYG Options","Tùy chọn WYSIWYG"
